Sequential	Short	Long	DataPack file	Profile table	Column heading description in profile
T42	Age_20_24_C06_P	Age_group_20_24_years_2006_Census_Persons	T01	T01	2006 Census: Persons
T43	Age_20_24_C11_M	Age_group_20_24_years_2011_Census_Males	T01	T01	2011 Census: Males
T44	Age_20_24_C11_F	Age_group_20_24_years_2011_Census_Females	T01	T01	2011 Census: Females
T45	Age_20_24_C11_P	Age_group_20_24_years_2011_Census_Persons	T01	T01	2011 Census: Persons
T46	Age_25_34_C01_M	Age_group_25_34_years_2001_Census_Males	T01	T01	2001 Census: Males
T47	Age_25_34_C01_F	Age_group_25_34_years_2001_Census_Females	T01	T01	2001 Census: Females
T48	Age_25_34_C01_P	Age_group_25_34_years_2001_Census_Persons	T01	T01	2001 Census: Persons
T49	Age_25_34_C06_M	Age_group_25_34_years_2006_Census_Males	T01	T01	2006 Census: Males
T50	Age_25_34_C06_F	Age_group_25_34_years_2006_Census_Females	T01	T01	2006 Census: Females
T51	Age_25_34_C06_P	Age_group_25_34_years_2006_Census_Persons	T01	T01	2006 Census: Persons
T52	Age_25_34_C11_M	Age_group_25_34_years_2011_Census_Males	T01	T01	2011 Census: Males
T53	Age_25_34_C11_F	Age_group_25_34_years_2011_Census_Females	T01	T01	2011 Census: Females
T54	Age_25_34_C11_P	Age_group_25_34_years_2011_Census_Persons	T01	T01	2011 Census: Persons
T55	Age_35_44_C01_M	Age_group_35_44_years_2001_Census_Males	T01	T01	2001 Census: Males
T56	Age_35_44_C01_F	Age_group_35_44_years_2001_Census_Females	T01	T01	2001 Census: Females
T57	Age_35_44_C01_P	Age_group_35_44_years_2001_Census_Persons	T01	T01	2001 Census: Persons
T58	Age_35_44_C06_M	Age_group_35_44_years_2006_Census_Males	T01	T01	2006 Census: Males
T59	Age_35_44_C06_F	Age_group_35_44_years_2006_Census_Females	T01	T01	2006 Census: Females
T60	Age_35_44_C06_P	Age_group_35_44_years_2006_Census_Persons	T01	T01	2006 Census: Persons
T61	Age_35_44_C11_M	Age_group_35_44_years_2011_Census_Males	T01	T01	2011 Census: Males
T62	Age_35_44_C11_F	Age_group_35_44_years_2011_Census_Females	T01	T01	2011 Census: Females
T63	Age_35_44_C11_P	Age_group_35_44_years_2011_Census_Persons	T01	T01	2011 Census: Persons
T64	Age_45_54_C01_M	Age_group_45_54_years_2001_Census_Males	T01	T01	2001 Census: Males
T65	Age_45_54_C01_F	Age_group_45_54_years_2001_Census_Females	T01	T01	2001 Census: Females
T66	Age_45_54_C01_P	Age_group_45_54_years_2001_Census_Persons	T01	T01	2001 Census: Persons
T67	Age_45_54_C06_M	Age_group_45_54_years_2006_Census_Males	T01	T01	2006 Census: Males
T68	Age_45_54_C06_F	Age_group_45_54_years_2006_Census_Females	T01	T01	2006 Census: Females
T69	Age_45_54_C06_P	Age_group_45_54_years_2006_Census_Persons	T01	T01	2006 Census: Persons
T70	Age_45_54_C11_M	Age_group_45_54_years_2011_Census_Males	T01	T01	2011 Census: Males
T71	Age_45_54_C11_F	Age_group_45_54_years_2011_Census_Females	T01	T01	2011 Census: Females
T72	Age_45_54_C11_P	Age_group_45_54_years_2011_Census_Persons	T01	T01	2011 Census: Persons
T73	Age_55_64_C01_M	Age_group_55_64_years_2001_Census_Males	T01	T01	2001 Census: Males
T74	Age_55_64_C01_F	Age_group_55_64_years_2001_Census_Females	T01	T01	2001 Census: Females
T75	Age_55_64_C01_P	Age_group_55_64_years_2001_Census_Persons	T01	T01	2001 Census: Persons
T76	Age_55_64_C06_M	Age_group_55_64_years_2006_Census_Males	T01	T01	2006 Census: Males
T77	Age_55_64_C06_F	Age_group_55_64_years_2006_Census_Females	T01	T01	2006 Census: Females
T78	Age_55_64_C06_P	Age_group_55_64_years_2006_Census_Persons	T01	T01	2006 Census: Persons
T79	Age_55_64_C11_M	Age_group_55_64_years_2011_Census_Males	T01	T01	2011 Census: Males
T80	Age_55_64_C11_F	Age_group_55_64_years_2011_Census_Females	T01	T01	2011 Census: Females
T81	Age_55_64_C11_P	Age_group_55_64_years_2011_Census_Persons	T01	T01	2011 Census: Persons
T82	Age_65_74_C01_M	Age_group_65_74_years_2001_Census_Males	T01	T01	2001 Census: Males
T83	Age_65_74_C01_F	Age_group_65_74_years_2001_Census_Females	T01	T01	2001 Census: Females
T84	Age_65_74_C01_P	Age_group_65_74_years_2001_Census_Persons	T01	T01	2001 Census: Persons
T85	Age_65_74_C06_M	Age_group_65_74_years_2006_Census_Males	T01	T01	2006 Census: Males
T86	Age_65_74_C06_F	Age_group_65_74_years_2006_Census_Females	T01	T01	2006 Census: Females
T87	Age_65_74_C06_P	Age_group_65_74_years_2006_Census_Persons	T01	T01	2006 Census: Persons
T88	Age_65_74_C11_M	Age_group_65_74_years_2011_Census_Males	T01	T01	2011 Census: Males
T89	Age_65_74_C11_F	Age_group_65_74_years_2011_Census_Females	T01	T01	2011 Census: Females
T90	Age_65_74_C11_P	Age_group_65_74_years_2011_Census_Persons	T01	T01	2011 Census: Persons
T91	Age_75_84_C01_M	Age_group_75_84_years_2001_Census_Males	T01	T01	2001 Census: Males
T92	Age_75_84_C01_F	Age_group_75_84_years_2001_Census_Females	T01	T01	2001 Census: Females
T93	Age_75_84_C01_P	Age_group_75_84_years_2001_Census_Persons	T01	T01	2001 Census: Persons
T94	Age_75_84_C06_M	Age_group_75_84_years_2006_Census_Males	T01	T01	2006 Census: Males
T95	Age_75_84_C06_F	Age_group_75_84_years_2006_Census_Females	T01	T01	2006 Census: Females
T96	Age_75_84_C06_P	Age_group_75_84_years_2006_Census_Persons	T01	T01	2006 Census: Persons
T97	Age_75_84_C11_M	Age_group_75_84_years_2011_Census_Males	T01	T01	2011 Census: Males
T98	Age_75_84_C11_F	Age_group_75_84_years_2011_Census_Females	T01	T01	2011 Census: Females
T99	Age_75_84_C11_P	Age_group_75_84_years_2011_Census_Persons	T01	T01	2011 Census: Persons
T100	Age_grp_85ov_C01_M	Age_group_85_years_and_over_2001_Census_Males	T01	T01	2001 Census: Males
T101	Age_grp_85ov_C01_F	Age_group_85_years_and_over_2001_Census_Females	T01	T01	2001 Census: Females
T102	Age_grp_85ov_C01_P	Age_group_85_years_and_over_2001_Census_Persons	T01	T01	2001 Census: Persons
T103	Age_grp_85ov_C06_M	Age_group_85_years_and_over_2006_Census_Males	T01	T01	2006 Census: Males
T104	Age_grp_85ov_C06_F	Age_group_85_years_and_over_2006_Census_Females	T01	T01	2006 Census: Females
T105	Age_grp_85ov_C06_P	Age_group_85_years_and_over_2006_Census_Persons	T01	T01	2006 Census: Persons
T106	Age_grp_85ov_C11_M	Age_group_85_years_and_over_2011_Census_Males	T01	T01	2011 Census: Males
T107	Age_grp_85ov_C11_F	Age_group_85_years_and_over_2011_Census_Females	T01	T01	2011 Census: Females
T108	Age_grp_85ov_C11_P	Age_group_85_years_and_over_2011_Census_Persons	T01	T01	2011 Census: Persons
T109	OS_vis_C01_M	Overseas_visitors_2001_Census_Males	T01	T01	2001 Census: Males
T110	OS_vis_C01_F	Overseas_visitors_2001_Census_Females	T01	T01	2001 Census: Females
T111	OS_vis_C01_P	Overseas_visitors_2001_Census_Persons	T01	T01	2001 Census: Persons
T112	OS_vis_C06_M	Overseas_visitors_2006_Census_Males	T01	T01	2006 Census: Males
T113	OS_vis_C06_F	Overseas_visitors_2006_Census_Females	T01	T01	2006 Census: Females
T114	OS_vis_C06_P	Overseas_visitors_2006_Census_Persons	T01	T01	2006 Census: Persons
T115	OS_vis_C11_M	Overseas_visitors_2011_Census_Males	T01	T01	2011 Census: Males
T116	OS_vis_C11_F	Overseas_visitors_2011_Census_Females	T01	T01	2011 Census: Females
T117	OS_vis_C11_P	Overseas_visitors_2011_Census_Persons	T01	T01	2011 Census: Persons
T118	IP_Abor_C01_M	Indigenous_persons_Aboriginal_2001_Census_Males	T01	T01	2001 Census: Males
T119	IP_Abor_C01_F	Indigenous_persons_Aboriginal_2001_Census_Females	T01	T01	2001 Census: Females
T120	IP_Abor_C01_P	Indigenous_persons_Aboriginal_2001_Census_Persons	T01	T01	2001 Census: Persons
T121	IP_Abor_C06_M	Indigenous_persons_Aboriginal_2006_Census_Males	T01	T01	2006 Census: Males
T122	IP_Abor_C06_F	Indigenous_persons_Aboriginal_2006_Census_Females	T01	T01	2006 Census: Females
T123	IP_Abor_C06_P	Indigenous_persons_Aboriginal_2006_Census_Persons	T01	T01	2006 Census: Persons
T124	IP_Abor_C11_M	Indigenous_persons_Aboriginal_2011_Census_Males	T01	T01	2011 Census: Males
T125	IP_Abor_C11_F	Indigenous_persons_Aboriginal_2011_Census_Females	T01	T01	2011 Census: Females
T126	IP_Abor_C11_P	Indigenous_persons_Aboriginal_2011_Census_Persons	T01	T01	2011 Census: Persons
T127	IP_Tor_Strt_Is_2001_Ce_M	Indigenous_persons_Torres_Strait_Islander_2001_Census_Males	T01	T01	2001 Census: Males
T128	IP_Tor_Strt_Is_2001_Ce_F	Indigenous_persons_Torres_Strait_Islander_2001_Census_Females	T01	T01	2001 Census: Females
T129	IP_Tor_Strt_Is_2001_Ce_P	Indigenous_persons_Torres_Strait_Islander_2001_Census_Persons	T01	T01	2001 Census: Persons
T130	IP_Tor_Strt_Is_2006_Ce_M	Indigenous_persons_Torres_Strait_Islander_2006_Census_Males	T01	T01	2006 Census: Males
T131	IP_Tor_Strt_Is_2006_Ce_F	Indigenous_persons_Torres_Strait_Islander_2006_Census_Females	T01	T01	2006 Census: Females
T132	IP_Tor_Strt_Is_2006_Ce_P	Indigenous_persons_Torres_Strait_Islander_2006_Census_Persons	T01	T01	2006 Census: Persons
T133	IP_Tor_Strt_Is_2011_Ce_M	Indigenous_persons_Torres_Strait_Islander_2011_Census_Males	T01	T01	2011 Census: Males
T134	IP_Tor_Strt_Is_2011_Ce_F	Indigenous_persons_Torres_Strait_Islander_2011_Census_Females	T01	T01	2011 Census: Females
T135	IP_Tor_Strt_Is_2011_Ce_P	Indigenous_persons_Torres_Strait_Islander_2011_Census_Persons	T01	T01	2011 Census: Persons
T136	IP_B_Ab_To_St_Is_2001_Ce_M	Indigenous_persons_Both_Aboriginal_and_Torres_Strait_Islander_2001_Census_Males	T01	T01	2001 Census: Males
T137	IP_B_Ab_To_St_Is_2001_Ce_F	Indigenous_persons_Both_Aboriginal_and_Torres_Strait_Islander_2001_Census_Females	T01	T01	2001 Census: Females
T138	IP_B_Ab_To_St_Is_2001_Ce_P	Indigenous_persons_Both_Aboriginal_and_Torres_Strait_Islander_2001_Census_Persons	T01	T01	2001 Census: Persons
T139	IP_B_Ab_To_St_Is_2006_Ce_M	Indigenous_persons_Both_Aboriginal_and_Torres_Strait_Islander_2006_Census_Males	T01	T01	2006 Census: Males
T140	IP_B_Ab_To_St_Is_2006_Ce_F	Indigenous_persons_Both_Aboriginal_and_Torres_Strait_Islander_2006_Census_Females	T01	T01	2006 Census: Females
T141	IP_B_Ab_To_St_Is_2006_Ce_P	Indigenous_persons_Both_Aboriginal_and_Torres_Strait_Islander_2006_Census_Persons	T01	T01	2006 Census: Persons
T142	IP_B_Ab_To_St_Is_2011_Ce_M	Indigenous_persons_Both_Aboriginal_and_Torres_Strait_Islander_2011_Census_Males	T01	T01	2011 Census: Males
T143	IP_B_Ab_To_St_Is_2011_Ce_F	Indigenous_persons_Both_Aboriginal_and_Torres_Strait_Islander_2011_Census_Females	T01	T01	2011 Census: Females
T144	IP_B_Ab_To_St_Is_2011_Ce_P	Indigenous_persons_Both_Aboriginal_and_Torres_Strait_Islander_2011_Census_Persons	T01	T01	2011 Census: Persons
T145	IP_Tot_2001_Ce_M	Indigenous_persons_Total_2001_Census_Males	T01	T01	2001 Census: Males
T146	IP_Tot_2001_Ce_F	Indigenous_persons_Total_2001_Census_Females	T01	T01	2001 Census: Females
T147	IP_Tot_2001_Ce_P	Indigenous_persons_Total_2001_Census_Persons	T01	T01	2001 Census: Persons
T148	IP_Tot_2006_Ce_M	Indigenous_persons_Total_2006_Census_Males	T01	T01	2006 Census: Males
T149	IP_Tot_2006_Ce_F	Indigenous_persons_Total_2006_Census_Females	T01	T01	2006 Census: Females
T150	IP_Tot_2006_Ce_P	Indigenous_persons_Total_2006_Census_Persons	T01	T01	2006 Census: Persons
T151	IP_Tot_2011_Ce_M	Indigenous_persons_Total_2011_Census_Males	T01	T01	2011 Census: Males
T152	IP_Tot_2011_Ce_F	Indigenous_persons_Total_2011_Census_Females	T01	T01	2011 Census: Females
T153	IP_Tot_2011_Ce_P	Indigenous_persons_Total_2011_Census_Persons	T01	T01	2011 Census: Persons
T154	Brthplace_Aust_2001_Ce_M	Birthplace_Australia_2001_Census_Males	T01	T01	2001 Census: Males
T155	Brthplace_Aust_2001_Ce_F	Birthplace_Australia_2001_Census_Females	T01	T01	2001 Census: Females
T156	Brthplace_Aust_2001_Ce_P	Birthplace_Australia_2001_Census_Persons	T01	T01	2001 Census: Persons
T157	Brthplace_Aust_2006_Ce_M	Birthplace_Australia_2006_Census_Males	T01	T01	2006 Census: Males
T158	Brthplace_Aust_2006_Ce_F	Birthplace_Australia_2006_Census_Females	T01	T01	2006 Census: Females
T159	Brthplace_Aust_2006_Ce_P	Birthplace_Australia_2006_Census_Persons	T01	T01	2006 Census: Persons
T160	Brthplace_Aust_2011_Ce_M	Birthplace_Australia_2011_Census_Males	T01	T01	2011 Census: Males
T161	Brthplace_Aust_2011_Ce_F	Birthplace_Australia_2011_Census_Females	T01	T01	2011 Census: Females
T162	Brthplace_Aust_2011_Ce_P	Birthplace_Australia_2011_Census_Persons	T01	T01	2011 Census: Persons
T163	Brthplace_Elsewhere_2001_Ce_M	Birthplace_Elsewhere_2001_Census_Males	T01	T01	2001 Census: Males
T164	Brthplace_Elsewhere_2001_Ce_F	Birthplace_Elsewhere_2001_Census_Females	T01	T01	2001 Census: Females
T165	Brthplace_Elsewhere_2001_Ce_P	Birthplace_Elsewhere_2001_Census_Persons	T01	T01	2001 Census: Persons
T166	Brthplace_Elsewhere_2006_Ce_M	Birthplace_Elsewhere_2006_Census_Males	T01	T01	2006 Census: Males
T167	Brthplace_Elsewhere_2006_Ce_F	Birthplace_Elsewhere_2006_Census_Females	T01	T01	2006 Census: Females
T168	Brthplace_Elsewhere_2006_Ce_P	Birthplace_Elsewhere_2006_Census_Persons	T01	T01	2006 Census: Persons
T169	Brthplace_Elsewhere_2011_Ce_M	Birthplace_Elsewhere_2011_Census_Males	T01	T01	2011 Census: Males
T170	Brthplace_Elsewhere_2011_Ce_F	Birthplace_Elsewhere_2011_Census_Females	T01	T01	2011 Census: Females
T171	Brthplace_Elsewhere_2011_Ce_P	Birthplace_Elsewhere_2011_Census_Persons	T01	T01	2011 Census: Persons
T172	LSH_Eng_only_2001_Ce_M	Language_spoken_at_home_English_only_2001_Census_Males	T01	T01	2001 Census: Males
T173	LSH_Eng_only_2001_Ce_F	Language_spoken_at_home_English_only_2001_Census_Females	T01	T01	2001 Census: Females
T174	LSH_Eng_only_2001_Ce_P	Language_spoken_at_home_English_only_2001_Census_Persons	T01	T01	2001 Census: Persons
T175	LSH_Eng_only_2006_Ce_M	Language_spoken_at_home_English_only_2006_Census_Males	T01	T01	2006 Census: Males
T176	LSH_Eng_only_2006_Ce_F	Language_spoken_at_home_English_only_2006_Census_Females	T01	T01	2006 Census: Females
T177	LSH_Eng_only_2006_Ce_P	Language_spoken_at_home_English_only_2006_Census_Persons	T01	T01	2006 Census: Persons
T178	LSH_Eng_only_2011_Ce_M	Language_spoken_at_home_English_only_2011_Census_Males	T01	T01	2011 Census: Males
T179	LSH_Eng_only_2011_Ce_F	Language_spoken_at_home_English_only_2011_Census_Females	T01	T01	2011 Census: Females
T180	LSH_Eng_only_2011_Ce_P	Language_spoken_at_home_English_only_2011_Census_Persons	T01	T01	2011 Census: Persons
T181	LSH_Oth_Lan_2001_Ce_M	Language_spoken_at_home_Other_language_2001_Census_Males	T01	T01	2001 Census: Males
T182	LSH_Oth_Lan_2001_Ce_F	Language_spoken_at_home_Other_language_2001_Census_Females	T01	T01	2001 Census: Females
T183	LSH_Oth_Lan_2001_Ce_P	Language_spoken_at_home_Other_language_2001_Census_Persons	T01	T01	2001 Census: Persons
T184	LSH_Oth_Lan_2006_Ce_M	Language_spoken_at_home_Other_language_2006_Census_Males	T01	T01	2006 Census: Males
T185	LSH_Oth_Lan_2006_Ce_F	Language_spoken_at_home_Other_language_2006_Census_Females	T01	T01	2006 Census: Females
T186	LSH_Oth_Lan_2006_Ce_P	Language_spoken_at_home_Other_language_2006_Census_Persons	T01	T01	2006 Census: Persons
T187	LSH_Oth_Lan_2011_Ce_M	Language_spoken_at_home_Other_language_2011_Census_Males	T01	T01	2011 Census: Males
T188	LSH_Oth_Lan_2011_Ce_F	Language_spoken_at_home_Other_language_2011_Census_Females	T01	T01	2011 Census: Females
T189	LSH_Oth_Lan_2011_Ce_P	Language_spoken_at_home_Other_language_2011_Census_Persons	T01	T01	2011 Census: Persons
T190	Aust_citiz_C01_M	Australian_citizen_2001_Census_Males	T01	T01	2001 Census: Males
T191	Aust_citiz_C01_F	Australian_citizen_2001_Census_Females	T01	T01	2001 Census: Females
T192	Aust_citiz_C01_P	Australian_citizen_2001_Census_Persons	T01	T01	2001 Census: Persons
T193	Aust_citiz_C06_M	Australian_citizen_2006_Census_Males	T01	T01	2006 Census: Males
T194	Aust_citiz_C06_F	Australian_citizen_2006_Census_Females	T01	T01	2006 Census: Females
T195	Aust_citiz_C06_P	Australian_citizen_2006_Census_Persons	T01	T01	2006 Census: Persons
T196	Aust_citiz_C11_M	Australian_citizen_2011_Census_Males	T01	T01	2011 Census: Males
T197	Aust_citiz_C11_F	Australian_citizen_2011_Census_Females	T01	T01	2011 Census: Females
T198	Aust_citiz_C11_P	Australian_citizen_2011_Census_Persons	T01	T01	2011 Census: Persons
T199	Med_age_persns_C2001	Median_age_of_persons_Census_year_2001	T02	T02	Census year: 2001
T200	Med_age_persns_C2006	Median_age_of_persons_Census_year_2006	T02	T02	Census year: 2006
T201	Med_age_persns_C2011	Median_age_of_persons_Census_year_2011	T02	T02	Census year: 2011
T202	Med_mortg_rep_mon_C2001	Median_mortgage_repayment_monthly_Census_year_2001	T02	T02	Census year: 2001
T203	Med_mortg_rep_mon_C2006	Median_mortgage_repayment_monthly_Census_year_2006	T02	T02	Census year: 2006
T204	Med_mortg_rep_mon_C2011	Median_mortgage_repayment_monthly_Census_year_2011	T02	T02	Census year: 2011
T205	Med_person_inc_we_C2001	Median_total_personal_income_weekly_Census_year_2001	T02	T02	Census year: 2001
T206	Med_person_inc_we_C2006	Median_total_personal_income_weekly_Census_year_2006	T02	T02	Census year: 2006
T207	Med_person_inc_we_C2011	Median_total_personal_income_weekly_Census_year_2011	T02	T02	Census year: 2011
T208	Med_rent_weekly_C2001	Median_rent_weekly_Census_year_2001	T02	T02	Census year: 2001
T209	Med_rent_weekly_C2006	Median_rent_weekly_Census_year_2006	T02	T02	Census year: 2006
T210	Med_rent_weekly_C2011	Median_rent_weekly_Census_year_2011	T02	T02	Census year: 2011
T211	Med_Famly_inc_we_C2001	Median_total_family_income_weekly_Census_year_2001	T02	T02	Census year: 2001
T212	Med_Famly_inc_we_C2006	Median_total_family_income_weekly_Census_year_2006	T02	T02	Census year: 2006
T213	Med_Famly_inc_we_C2011	Median_total_family_income_weekly_Census_year_2011	T02	T02	Census year: 2011
T214	Avg_num_p_per_brm_C2001	Average_number_of_persons_per_bedroom_Census_year_2001	T02	T02	Census year: 2001
T215	Avg_num_p_per_brm_C2006	Average_number_of_persons_per_bedroom_Census_year_2006	T02	T02	Census year: 2006
T216	Avg_num_p_per_brm_C2011	Average_number_of_persons_per_bedroom_Census_year_2011	T02	T02	Census year: 2011
T217	Med_tot_hh_inc_wee_C2001	Median_total_household_income_weekly_Census_year_2001	T02	T02	Census year: 2001
T218	Med_tot_hh_inc_wee_C2006	Median_total_household_income_weekly_Census_year_2006	T02	T02	Census year: 2006
T219	Med_tot_hh_inc_wee_C2011	Median_total_household_income_weekly_Census_year_2011	T02	T02	Census year: 2011
T220	Average_hh_size_C2001	Average_household_size_Census_year_2001	T02	T02	Census year: 2001
T221	Average_hh_size_C2006	Average_household_size_Census_year_2006	T02	T02	Census year: 2006
T222	Average_hh_size_C2011	Average_household_size_Census_year_2011	T02	T02	Census year: 2011
T223	Age_0_C01_M	Age_years_0_2001_Census_Males	T03A	T03a	2001 Census: Males
T224	Age_0_C01_F	Age_years_0_2001_Census_Females	T03A	T03a	2001 Census: Females
T225	Age_0_C01_P	Age_years_0_2001_Census_Persons	T03A	T03a	2001 Census: Persons
T226	Age_0_C06_M	Age_years_0_2006_Census_Males	T03A	T03a	2006 Census: Males
T227	Age_0_C06_F	Age_years_0_2006_Census_Females	T03A	T03a	2006 Census: Females
T228	Age_0_C06_P	Age_years_0_2006_Census_Persons	T03A	T03a	2006 Census: Persons
T229	Age_0_C11_M	Age_years_0_2011_Census_Males	T03A	T03a	2011 Census: Males
T230	Age_0_C11_F	Age_years_0_2011_Census_Females	T03A	T03a	2011 Census: Females
T231	Age_0_C11_P	Age_years_0_2011_Census_Persons	T03A	T03a	2011 Census: Persons
T232	Age_1_C01_M	Age_years_1_2001_Census_Males	T03A	T03a	2001 Census: Males
T233	Age_1_C01_F	Age_years_1_2001_Census_Females	T03A	T03a	2001 Census: Females
T234	Age_1_C01_P	Age_years_1_2001_Census_Persons	T03A	T03a	2001 Census: Persons
T235	Age_1_C06_M	Age_years_1_2006_Census_Males	T03A	T03a	2006 Census: Males
T236	Age_1_C06_F	Age_years_1_2006_Census_Females	T03A	T03a	2006 Census: Females
T237	Age_1_C06_P	Age_years_1_2006_Census_Persons	T03A	T03a	2006 Census: Persons
T238	Age_1_C11_M	Age_years_1_2011_Census_Males	T03A	T03a	2011 Census: Males
T239	Age_1_C11_F	Age_years_1_2011_Census_Females	T03A	T03a	2011 Census: Females
T240	Age_1_C11_P	Age_years_1_2011_Census_Persons	T03A	T03a	2011 Census: Persons
T241	Age_2_C01_M	Age_years_2_2001_Census_Males	T03A	T03a	2001 Census: Males
T242	Age_2_C01_F	Age_years_2_2001_Census_Females	T03A	T03a	2001 Census: Females
T243	Age_2_C01_P	Age_years_2_2001_Census_Persons	T03A	T03a	2001 Census: Persons
T244	Age_2_C06_M	Age_years_2_2006_Census_Males	T03A	T03a	2006 Census: Males
T245	Age_2_C06_F	Age_years_2_2006_Census_Females	T03A	T03a	2006 Census: Females
T246	Age_2_C06_P	Age_years_2_2006_Census_Persons	T03A	T03a	2006 Census: Persons
T247	Age_2_C11_M	Age_years_2_2011_Census_Males	T03A	T03a	2011 Census: Males
T248	Age_2_C11_F	Age_years_2_2011_Census_Females	T03A	T03a	2011 Census: Females
T249	Age_2_C11_P	Age_years_2_2011_Census_Persons	T03A	T03a	2011 Census: Persons
T250	Age_3_C01_M	Age_years_3_2001_Census_Males	T03A	T03a	2001 Census: Males
T251	Age_3_C01_F	Age_years_3_2001_Census_Females	T03A	T03a	2001 Census: Females
T252	Age_3_C01_P	Age_years_3_2001_Census_Persons	T03A	T03a	2001 Census: Persons
T253	Age_3_C06_M	Age_years_3_2006_Census_Males	T03A	T03a	2006 Census: Males
T254	Age_3_C06_F	Age_years_3_2006_Census_Females	T03A	T03a	2006 Census: Females
T255	Age_3_C06_P	Age_years_3_2006_Census_Persons	T03A	T03a	2006 Census: Persons
T256	Age_3_C11_M	Age_years_3_2011_Census_Males	T03A	T03a	2011 Census: Males
T257	Age_3_C11_F	Age_years_3_2011_Census_Females	T03A	T03a	2011 Census: Females
T258	Age_3_C11_P	Age_years_3_2011_Census_Persons	T03A	T03a	2011 Census: Persons
