Sequential	Short	Long	DataPack file	Profile table	Column heading description in profile
W84	F_25_29_EHW_NS	Females_25_29_years_Employed_Hours_worked_not_stated	W01A	W01a	Employed: Hours worked not stated|FEMALES
W85	F_25_29_Tot	Females_25_29_years_Total	W01A	W01a	Total|FEMALES
W86	F_30_34_EWFT	Females_30_34_years_Employed_Worked_full_time	W01A	W01a	Employed: Worked full-time|FEMALES
W87	F_30_34_EWPT	Females_30_34_years_Employed_Worked_part_time	W01A	W01a	Employed: Worked part-time|FEMALES
W88	F_30_34_EAFW	Females_30_34_years_Employed_Away_from_work	W01A	W01a	Employed: Away from work|FEMALES
W89	F_30_34_EHW_NS	Females_30_34_years_Employed_Hours_worked_not_stated	W01A	W01a	Employed: Hours worked not stated|FEMALES
W90	F_30_34_Tot	Females_30_34_years_Total	W01A	W01a	Total|FEMALES
W91	F_35_39_EWFT	Females_35_39_years_Employed_Worked_full_time	W01A	W01a	Employed: Worked full-time|FEMALES
W92	F_35_39_EWPT	Females_35_39_years_Employed_Worked_part_time	W01A	W01a	Employed: Worked part-time|FEMALES
W93	F_35_39_EAFW	Females_35_39_years_Employed_Away_from_work	W01A	W01a	Employed: Away from work|FEMALES
W94	F_35_39_EHW_NS	Females_35_39_years_Employed_Hours_worked_not_stated	W01A	W01a	Employed: Hours worked not stated|FEMALES
W95	F_35_39_Tot	Females_35_39_years_Total	W01A	W01a	Total|FEMALES
W96	F_40_44_EWFT	Females_40_44_years_Employed_Worked_full_time	W01A	W01a	Employed: Worked full-time|FEMALES
W97	F_40_44_EWPT	Females_40_44_years_Employed_Worked_part_time	W01A	W01a	Employed: Worked part-time|FEMALES
W98	F_40_44_EAFW	Females_40_44_years_Employed_Away_from_work	W01A	W01a	Employed: Away from work|FEMALES
W99	F_40_44_EHW_NS	Females_40_44_years_Employed_Hours_worked_not_stated	W01A	W01a	Employed: Hours worked not stated|FEMALES
W100	F_40_44_Tot	Females_40_44_years_Total	W01A	W01a	Total|FEMALES
W101	F_45_49_EWFT	Females_45_49_years_Employed_Worked_full_time	W01A	W01a	Employed: Worked full-time|FEMALES
W102	F_45_49_EWPT	Females_45_49_years_Employed_Worked_part_time	W01A	W01a	Employed: Worked part-time|FEMALES
W103	F_45_49_EAFW	Females_45_49_years_Employed_Away_from_work	W01A	W01a	Employed: Away from work|FEMALES
W104	F_45_49_EHW_NS	Females_45_49_years_Employed_Hours_worked_not_stated	W01A	W01a	Employed: Hours worked not stated|FEMALES
W105	F_45_49_Tot	Females_45_49_years_Total	W01A	W01a	Total|FEMALES
W106	F_50_54_EWFT	Females_50_54_years_Employed_Worked_full_time	W01A	W01a	Employed: Worked full-time|FEMALES
W107	F_50_54_EWPT	Females_50_54_years_Employed_Worked_part_time	W01A	W01a	Employed: Worked part-time|FEMALES
W108	F_50_54_EAFW	Females_50_54_years_Employed_Away_from_work	W01A	W01a	Employed: Away from work|FEMALES
W109	F_50_54_EHW_NS	Females_50_54_years_Employed_Hours_worked_not_stated	W01A	W01a	Employed: Hours worked not stated|FEMALES
W110	F_50_54_Tot	Females_50_54_years_Total	W01A	W01a	Total|FEMALES
W111	F_55_59_EWFT	Females_55_59_years_Employed_Worked_full_time	W01A	W01a	Employed: Worked full-time|FEMALES
W112	F_55_59_EWPT	Females_55_59_years_Employed_Worked_part_time	W01A	W01a	Employed: Worked part-time|FEMALES
W113	F_55_59_EAFW	Females_55_59_years_Employed_Away_from_work	W01A	W01a	Employed: Away from work|FEMALES
W114	F_55_59_EHW_NS	Females_55_59_years_Employed_Hours_worked_not_stated	W01A	W01a	Employed: Hours worked not stated|FEMALES
W115	F_55_59_Tot	Females_55_59_years_Total	W01A	W01a	Total|FEMALES
W116	F_60_64_EWFT	Females_60_64_years_Employed_Worked_full_time	W01A	W01a	Employed: Worked full-time|FEMALES
W117	F_60_64_EWPT	Females_60_64_years_Employed_Worked_part_time	W01A	W01a	Employed: Worked part-time|FEMALES
W118	F_60_64_EAFW	Females_60_64_years_Employed_Away_from_work	W01A	W01a	Employed: Away from work|FEMALES
W119	F_60_64_EHW_NS	Females_60_64_years_Employed_Hours_worked_not_stated	W01A	W01a	Employed: Hours worked not stated|FEMALES
W120	F_60_64_Tot	Females_60_64_years_Total	W01A	W01a	Total|FEMALES
W121	F_65_69_EWFT	Females_65_69_years_Employed_Worked_full_time	W01A	W01a	Employed: Worked full-time|FEMALES
W122	F_65_69_EWPT	Females_65_69_years_Employed_Worked_part_time	W01A	W01a	Employed: Worked part-time|FEMALES
W123	F_65_69_EAFW	Females_65_69_years_Employed_Away_from_work	W01A	W01a	Employed: Away from work|FEMALES
W124	F_65_69_EHW_NS	Females_65_69_years_Employed_Hours_worked_not_stated	W01A	W01a	Employed: Hours worked not stated|FEMALES
W125	F_65_69_Tot	Females_65_69_years_Total	W01A	W01a	Total|FEMALES
W126	F_70_74_EWFT	Females_70_74_years_Employed_Worked_full_time	W01A	W01a	Employed: Worked full-time|FEMALES
W127	F_70_74_EWPT	Females_70_74_years_Employed_Worked_part_time	W01A	W01a	Employed: Worked part-time|FEMALES
W128	F_70_74_EAFW	Females_70_74_years_Employed_Away_from_work	W01A	W01a	Employed: Away from work|FEMALES
W129	F_70_74_EHW_NS	Females_70_74_years_Employed_Hours_worked_not_stated	W01A	W01a	Employed: Hours worked not stated|FEMALES
W130	F_70_74_Tot	Females_70_74_years_Total	W01A	W01a	Total|FEMALES
W131	F_75ov_EWFT	Females_75_years_and_over_Employed_Worked_full_time	W01A	W01a	Employed: Worked full-time|FEMALES
W132	F_75ov_EWPT	Females_75_years_and_over_Employed_Worked_part_time	W01A	W01a	Employed: Worked part-time|FEMALES
W133	F_75ov_EAFW	Females_75_years_and_over_Employed_Away_from_work	W01A	W01a	Employed: Away from work|FEMALES
W134	F_75ov_EHW_NS	Females_75_years_and_over_Employed_Hours_worked_not_stated	W01A	W01a	Employed: Hours worked not stated|FEMALES
W135	F_75ov_Tot	Females_75_years_and_over_Total	W01A	W01a	Total|FEMALES
W136	F_Tot_EWFT	Females_Total_Employed_Worked_full_time	W01A	W01a	Employed: Worked full-time|FEMALES
W137	F_Tot_EWPT	Females_Total_Employed_Worked_part_time	W01A	W01a	Employed: Worked part-time|FEMALES
W138	F_Tot_EAFW	Females_Total_Employed_Away_from_work	W01A	W01a	Employed: Away from work|FEMALES
W139	F_Tot_EHW_NS	Females_Total_Employed_Hours_worked_not_stated	W01A	W01a	Employed: Hours worked not stated|FEMALES
W140	F_Tot_Tot	Females_Total_Total	W01A	W01a	Total|FEMALES
W141	P_15_19_EWFT	Persons_15_19_years_Employed_Worked_full_time	W01A	W01b	Employed: Worked full-time|PERSONS
W142	P_15_19_EWPT	Persons_15_19_years_Employed_Worked_part_time	W01A	W01b	Employed: Worked part-time|PERSONS
W143	P_15_19_EAFW	Persons_15_19_years_Employed_Away_from_work	W01A	W01b	Employed: Away from work|PERSONS
W144	P_15_19_EHW_NS	Persons_15_19_years_Employed_Hours_worked_not_stated	W01A	W01b	Employed: Hours worked not stated|PERSONS
W145	P_15_19_Tot	Persons_15_19_years_Total	W01A	W01b	Total|PERSONS
W146	P_20_24_EWFT	Persons_20_24_years_Employed_Worked_full_time	W01A	W01b	Employed: Worked full-time|PERSONS
W147	P_20_24_EWPT	Persons_20_24_years_Employed_Worked_part_time	W01A	W01b	Employed: Worked part-time|PERSONS
W148	P_20_24_EAFW	Persons_20_24_years_Employed_Away_from_work	W01A	W01b	Employed: Away from work|PERSONS
W149	P_20_24_EHW_NS	Persons_20_24_years_Employed_Hours_worked_not_stated	W01A	W01b	Employed: Hours worked not stated|PERSONS
W150	P_20_24_Tot	Persons_20_24_years_Total	W01A	W01b	Total|PERSONS
W151	P_25_29_EWFT	Persons_25_29_years_Employed_Worked_full_time	W01A	W01b	Employed: Worked full-time|PERSONS
W152	P_25_29_EWPT	Persons_25_29_years_Employed_Worked_part_time	W01A	W01b	Employed: Worked part-time|PERSONS
W153	P_25_29_EAFW	Persons_25_29_years_Employed_Away_from_work	W01A	W01b	Employed: Away from work|PERSONS
W154	P_25_29_EHW_NS	Persons_25_29_years_Employed_Hours_worked_not_stated	W01A	W01b	Employed: Hours worked not stated|PERSONS
W155	P_25_29_Tot	Persons_25_29_years_Total	W01A	W01b	Total|PERSONS
W156	P_30_34_EWFT	Persons_30_34_years_Employed_Worked_full_time	W01A	W01b	Employed: Worked full-time|PERSONS
W157	P_30_34_EWPT	Persons_30_34_years_Employed_Worked_part_time	W01A	W01b	Employed: Worked part-time|PERSONS
W158	P_30_34_EAFW	Persons_30_34_years_Employed_Away_from_work	W01A	W01b	Employed: Away from work|PERSONS
W159	P_30_34_EHW_NS	Persons_30_34_years_Employed_Hours_worked_not_stated	W01A	W01b	Employed: Hours worked not stated|PERSONS
W160	P_30_34_Tot	Persons_30_34_years_Total	W01A	W01b	Total|PERSONS
W161	P_35_39_EWFT	Persons_35_39_years_Employed_Worked_full_time	W01A	W01b	Employed: Worked full-time|PERSONS
W162	P_35_39_EWPT	Persons_35_39_years_Employed_Worked_part_time	W01A	W01b	Employed: Worked part-time|PERSONS
W163	P_35_39_EAFW	Persons_35_39_years_Employed_Away_from_work	W01A	W01b	Employed: Away from work|PERSONS
W164	P_35_39_EHW_NS	Persons_35_39_years_Employed_Hours_worked_not_stated	W01A	W01b	Employed: Hours worked not stated|PERSONS
W165	P_35_39_Tot	Persons_35_39_years_Total	W01A	W01b	Total|PERSONS
W166	P_40_44_EWFT	Persons_40_44_years_Employed_Worked_full_time	W01A	W01b	Employed: Worked full-time|PERSONS
W167	P_40_44_EWPT	Persons_40_44_years_Employed_Worked_part_time	W01A	W01b	Employed: Worked part-time|PERSONS
W168	P_40_44_EAFW	Persons_40_44_years_Employed_Away_from_work	W01A	W01b	Employed: Away from work|PERSONS
W169	P_40_44_EHW_NS	Persons_40_44_years_Employed_Hours_worked_not_stated	W01A	W01b	Employed: Hours worked not stated|PERSONS
W170	P_40_44_Tot	Persons_40_44_years_Total	W01A	W01b	Total|PERSONS
W171	P_45_49_EWFT	Persons_45_49_years_Employed_Worked_full_time	W01A	W01b	Employed: Worked full-time|PERSONS
W172	P_45_49_EWPT	Persons_45_49_years_Employed_Worked_part_time	W01A	W01b	Employed: Worked part-time|PERSONS
W173	P_45_49_EAFW	Persons_45_49_years_Employed_Away_from_work	W01A	W01b	Employed: Away from work|PERSONS
W174	P_45_49_EHW_NS	Persons_45_49_years_Employed_Hours_worked_not_stated	W01A	W01b	Employed: Hours worked not stated|PERSONS
W175	P_45_49_Tot	Persons_45_49_years_Total	W01A	W01b	Total|PERSONS
W176	P_50_54_EWFT	Persons_50_54_years_Employed_Worked_full_time	W01A	W01b	Employed: Worked full-time|PERSONS
W177	P_50_54_EWPT	Persons_50_54_years_Employed_Worked_part_time	W01A	W01b	Employed: Worked part-time|PERSONS
W178	P_50_54_EAFW	Persons_50_54_years_Employed_Away_from_work	W01A	W01b	Employed: Away from work|PERSONS
W179	P_50_54_EHW_NS	Persons_50_54_years_Employed_Hours_worked_not_stated	W01A	W01b	Employed: Hours worked not stated|PERSONS
W180	P_50_54_Tot	Persons_50_54_years_Total	W01A	W01b	Total|PERSONS
W181	P_55_59_EWFT	Persons_55_59_years_Employed_Worked_full_time	W01A	W01b	Employed: Worked full-time|PERSONS
W182	P_55_59_EWPT	Persons_55_59_years_Employed_Worked_part_time	W01A	W01b	Employed: Worked part-time|PERSONS
W183	P_55_59_EAFW	Persons_55_59_years_Employed_Away_from_work	W01A	W01b	Employed: Away from work|PERSONS
W184	P_55_59_EHW_NS	Persons_55_59_years_Employed_Hours_worked_not_stated	W01A	W01b	Employed: Hours worked not stated|PERSONS
W185	P_55_59_Tot	Persons_55_59_years_Total	W01A	W01b	Total|PERSONS
W186	P_60_64_EWFT	Persons_60_64_years_Employed_Worked_full_time	W01A	W01b	Employed: Worked full-time|PERSONS
W187	P_60_64_EWPT	Persons_60_64_years_Employed_Worked_part_time	W01A	W01b	Employed: Worked part-time|PERSONS
W188	P_60_64_EAFW	Persons_60_64_years_Employed_Away_from_work	W01A	W01b	Employed: Away from work|PERSONS
W189	P_60_64_EHW_NS	Persons_60_64_years_Employed_Hours_worked_not_stated	W01A	W01b	Employed: Hours worked not stated|PERSONS
W190	P_60_64_Tot	Persons_60_64_years_Total	W01A	W01b	Total|PERSONS
W191	P_65_69_EWFT	Persons_65_69_years_Employed_Worked_full_time	W01A	W01b	Employed: Worked full-time|PERSONS
W192	P_65_69_EWPT	Persons_65_69_years_Employed_Worked_part_time	W01A	W01b	Employed: Worked part-time|PERSONS
W193	P_65_69_EAFW	Persons_65_69_years_Employed_Away_from_work	W01A	W01b	Employed: Away from work|PERSONS
W194	P_65_69_EHW_NS	Persons_65_69_years_Employed_Hours_worked_not_stated	W01A	W01b	Employed: Hours worked not stated|PERSONS
W195	P_65_69_Tot	Persons_65_69_years_Total	W01A	W01b	Total|PERSONS
W196	P_70_74_EWFT	Persons_70_74_years_Employed_Worked_full_time	W01A	W01b	Employed: Worked full-time|PERSONS
W197	P_70_74_EWPT	Persons_70_74_years_Employed_Worked_part_time	W01A	W01b	Employed: Worked part-time|PERSONS
W198	P_70_74_EAFW	Persons_70_74_years_Employed_Away_from_work	W01A	W01b	Employed: Away from work|PERSONS
W199	P_70_74_EHW_NS	Persons_70_74_years_Employed_Hours_worked_not_stated	W01A	W01b	Employed: Hours worked not stated|PERSONS
W200	P_70_74_Tot	Persons_70_74_years_Total	W01A	W01b	Total|PERSONS
W201	P_75ov_EWFT	Persons_75_years_and_over_Employed_Worked_full_time	W01B	W01b	Employed: Worked full-time|PERSONS
W202	P_75ov_EWPT	Persons_75_years_and_over_Employed_Worked_part_time	W01B	W01b	Employed: Worked part-time|PERSONS
W203	P_75ov_EAFW	Persons_75_years_and_over_Employed_Away_from_work	W01B	W01b	Employed: Away from work|PERSONS
W204	P_75ov_EHW_NS	Persons_75_years_and_over_Employed_Hours_worked_not_stated	W01B	W01b	Employed: Hours worked not stated|PERSONS
W205	P_75ov_Tot	Persons_75_years_and_over_Total	W01B	W01b	Total|PERSONS
W206	P_Tot_EWFT	Persons_Total_Employed_Worked_full_time	W01B	W01b	Employed: Worked full-time|PERSONS
W207	P_Tot_EWPT	Persons_Total_Employed_Worked_part_time	W01B	W01b	Employed: Worked part-time|PERSONS
W208	P_Tot_EAFW	Persons_Total_Employed_Away_from_work	W01B	W01b	Employed: Away from work|PERSONS
W209	P_Tot_EHW_NS	Persons_Total_Employed_Hours_worked_not_stated	W01B	W01b	Employed: Hours worked not stated|PERSONS
W210	P_Tot_Tot	Persons_Total_Total	W01B	W01b	Total|PERSONS
W211	M_15_19_ENOB	Males_15_19_years_Employee_not_owning_business	W02A	W02a	Employee not owning business|MALES
W212	M_15_19_OM_IE	Males_15_19_years_Owner_managers_of_incorporated_enterprises	W02A	W02a	Owner managers of incorporated enterprises|MALES
W213	M_15_19_OM_UIE	Males_15_19_years_Owner_managers_of_unincorporated_enterprises	W02A	W02a	Owner managers of unincorporated enterprises|MALES
W214	M_15_19_CFW	Males_15_19_years_Contributing_family_workers	W02A	W02a	Contributing family workers|MALES
W215	M_15_19_ET_NS	Males_15_19_years_Employment_type_not_stated	W02A	W02a	Employment type not stated|MALES
W216	M_15_19_Total	Males_15_19_years_Total	W02A	W02a	Total|MALES
W217	M_20_24_ENOB	Males_20_24_years_Employee_not_owning_business	W02A	W02a	Employee not owning business|MALES
W218	M_20_24_OM_IE	Males_20_24_years_Owner_managers_of_incorporated_enterprises	W02A	W02a	Owner managers of incorporated enterprises|MALES
W219	M_20_24_OM_UIE	Males_20_24_years_Owner_managers_of_unincorporated_enterprises	W02A	W02a	Owner managers of unincorporated enterprises|MALES
W220	M_20_24_CFW	Males_20_24_years_Contributing_family_workers	W02A	W02a	Contributing family workers|MALES
W221	M_20_24_ET_NS	Males_20_24_years_Employment_type_not_stated	W02A	W02a	Employment type not stated|MALES
W222	M_20_24_Total	Males_20_24_years_Total	W02A	W02a	Total|MALES
W223	M_25_29_ENOB	Males_25_29_years_Employee_not_owning_business	W02A	W02a	Employee not owning business|MALES
W224	M_25_29_OM_IE	Males_25_29_years_Owner_managers_of_incorporated_enterprises	W02A	W02a	Owner managers of incorporated enterprises|MALES
W225	M_25_29_OM_UIE	Males_25_29_years_Owner_managers_of_unincorporated_enterprises	W02A	W02a	Owner managers of unincorporated enterprises|MALES
W226	M_25_29_CFW	Males_25_29_years_Contributing_family_workers	W02A	W02a	Contributing family workers|MALES
W227	M_25_29_ET_NS	Males_25_29_years_Employment_type_not_stated	W02A	W02a	Employment type not stated|MALES
W228	M_25_29_Total	Males_25_29_years_Total	W02A	W02a	Total|MALES
W229	M_30_34_ENOB	Males_30_34_years_Employee_not_owning_business	W02A	W02a	Employee not owning business|MALES
W230	M_30_34_OM_IE	Males_30_34_years_Owner_managers_of_incorporated_enterprises	W02A	W02a	Owner managers of incorporated enterprises|MALES
W231	M_30_34_OM_UIE	Males_30_34_years_Owner_managers_of_unincorporated_enterprises	W02A	W02a	Owner managers of unincorporated enterprises|MALES
W232	M_30_34_CFW	Males_30_34_years_Contributing_family_workers	W02A	W02a	Contributing family workers|MALES
W233	M_30_34_ET_NS	Males_30_34_years_Employment_type_not_stated	W02A	W02a	Employment type not stated|MALES
W234	M_30_34_Total	Males_30_34_years_Total	W02A	W02a	Total|MALES
W235	M_35_39_ENOB	Males_35_39_years_Employee_not_owning_business	W02A	W02a	Employee not owning business|MALES
W236	M_35_39_OM_IE	Males_35_39_years_Owner_managers_of_incorporated_enterprises	W02A	W02a	Owner managers of incorporated enterprises|MALES
W237	M_35_39_OM_UIE	Males_35_39_years_Owner_managers_of_unincorporated_enterprises	W02A	W02a	Owner managers of unincorporated enterprises|MALES
W238	M_35_39_CFW	Males_35_39_years_Contributing_family_workers	W02A	W02a	Contributing family workers|MALES
W239	M_35_39_ET_NS	Males_35_39_years_Employment_type_not_stated	W02A	W02a	Employment type not stated|MALES
W240	M_35_39_Total	Males_35_39_years_Total	W02A	W02a	Total|MALES
W241	M_40_44_ENOB	Males_40_44_years_Employee_not_owning_business	W02A	W02a	Employee not owning business|MALES
W242	M_40_44_OM_IE	Males_40_44_years_Owner_managers_of_incorporated_enterprises	W02A	W02a	Owner managers of incorporated enterprises|MALES
W243	M_40_44_OM_UIE	Males_40_44_years_Owner_managers_of_unincorporated_enterprises	W02A	W02a	Owner managers of unincorporated enterprises|MALES
W244	M_40_44_CFW	Males_40_44_years_Contributing_family_workers	W02A	W02a	Contributing family workers|MALES
