Sequential	Short	Long	DataPack file	Profile table	Column heading description in profile
X28	M_Bosnia_Herzegov_75_84	Males_Bosnia_and_Herzegovina_Age_75_84_years	X01A	X01a	Age: 75-84 years|MALES
X29	M_Bosnia_Herzegov_85ov	Males_Bosnia_and_Herzegovina_Age_85_years_and_over	X01A	X01a	Age: 85 years and over|MALES
X30	M_Bosnia_Herzegov_Tot	Males_Bosnia_and_Herzegovina_Total	X01A	X01a	Total|MALES
X31	M_Cambodia_0_4	Males_Cambodia_Age_0_4_years	X01A	X01a	Age: 0-4 years|MALES
X32	M_Cambodia_5_14	Males_Cambodia_Age_5_14_years	X01A	X01a	Age: 5-14 years|MALES
X33	M_Cambodia_15_24	Males_Cambodia_Age_15_24_years	X01A	X01a	Age: 15-24 years|MALES
X34	M_Cambodia_25_44	Males_Cambodia_Age_25_44_years	X01A	X01a	Age: 25-44 years|MALES
X35	M_Cambodia_45_54	Males_Cambodia_Age_45_54_years	X01A	X01a	Age: 45-54 years|MALES
X36	M_Cambodia_55_64	Males_Cambodia_Age_55_64_years	X01A	X01a	Age: 55-64 years|MALES
X37	M_Cambodia_65_74	Males_Cambodia_Age_65_74_years	X01A	X01a	Age: 65-74 years|MALES
X38	M_Cambodia_75_84	Males_Cambodia_Age_75_84_years	X01A	X01a	Age: 75-84 years|MALES
X39	M_Cambodia_85ov	Males_Cambodia_Age_85_years_and_over	X01A	X01a	Age: 85 years and over|MALES
X40	M_Cambodia_Tot	Males_Cambodia_Total	X01A	X01a	Total|MALES
X41	M_Canada_0_4	Males_Canada_Age_0_4_years	X01A	X01a	Age: 0-4 years|MALES
X42	M_Canada_5_14	Males_Canada_Age_5_14_years	X01A	X01a	Age: 5-14 years|MALES
X43	M_Canada_15_24	Males_Canada_Age_15_24_years	X01A	X01a	Age: 15-24 years|MALES
X44	M_Canada_25_44	Males_Canada_Age_25_44_years	X01A	X01a	Age: 25-44 years|MALES
X45	M_Canada_45_54	Males_Canada_Age_45_54_years	X01A	X01a	Age: 45-54 years|MALES
X46	M_Canada_55_64	Males_Canada_Age_55_64_years	X01A	X01a	Age: 55-64 years|MALES
X47	M_Canada_65_74	Males_Canada_Age_65_74_years	X01A	X01a	Age: 65-74 years|MALES
X48	M_Canada_75_84	Males_Canada_Age_75_84_years	X01A	X01a	Age: 75-84 years|MALES
X49	M_Canada_85ov	Males_Canada_Age_85_years_and_over	X01A	X01a	Age: 85 years and over|MALES
X50	M_Canada_Tot	Males_Canada_Total	X01A	X01a	Total|MALES
X51	M_Chile_0_4	Males_Chile_Age_0_4_years	X01A	X01a	Age: 0-4 years|MALES
X52	M_Chile_5_14	Males_Chile_Age_5_14_years	X01A	X01a	Age: 5-14 years|MALES
X53	M_Chile_15_24	Males_Chile_Age_15_24_years	X01A	X01a	Age: 15-24 years|MALES
X54	M_Chile_25_44	Males_Chile_Age_25_44_years	X01A	X01a	Age: 25-44 years|MALES
X55	M_Chile_45_54	Males_Chile_Age_45_54_years	X01A	X01a	Age: 45-54 years|MALES
X56	M_Chile_55_64	Males_Chile_Age_55_64_years	X01A	X01a	Age: 55-64 years|MALES
X57	M_Chile_65_74	Males_Chile_Age_65_74_years	X01A	X01a	Age: 65-74 years|MALES
X58	M_Chile_75_84	Males_Chile_Age_75_84_years	X01A	X01a	Age: 75-84 years|MALES
X59	M_Chile_85ov	Males_Chile_Age_85_years_and_over	X01A	X01a	Age: 85 years and over|MALES
X60	M_Chile_Tot	Males_Chile_Total	X01A	X01a	Total|MALES
X61	M_China_0_4	Males_China_excludes_SARs_and_Taiwan_Age_0_4_years	X01A	X01a	Age: 0-4 years|MALES
X62	M_China_5_14	Males_China_excludes_SARs_and_Taiwan_Age_5_14_years	X01A	X01a	Age: 5-14 years|MALES
X63	M_China_15_24	Males_China_excludes_SARs_and_Taiwan_Age_15_24_years	X01A	X01a	Age: 15-24 years|MALES
X64	M_China_25_44	Males_China_excludes_SARs_and_Taiwan_Age_25_44_years	X01A	X01a	Age: 25-44 years|MALES
X65	M_China_45_54	Males_China_excludes_SARs_and_Taiwan_Age_45_54_years	X01A	X01a	Age: 45-54 years|MALES
X66	M_China_55_64	Males_China_excludes_SARs_and_Taiwan_Age_55_64_years	X01A	X01a	Age: 55-64 years|MALES
X67	M_China_65_74	Males_China_excludes_SARs_and_Taiwan_Age_65_74_years	X01A	X01a	Age: 65-74 years|MALES
X68	M_China_75_84	Males_China_excludes_SARs_and_Taiwan_Age_75_84_years	X01A	X01a	Age: 75-84 years|MALES
X69	M_China_85ov	Males_China_excludes_SARs_and_Taiwan_Age_85_years_and_over	X01A	X01a	Age: 85 years and over|MALES
X70	M_China_Tot	Males_China_excludes_SARs_and_Taiwan_Total	X01A	X01a	Total|MALES
X71	M_Croatia_0_4	Males_Croatia_Age_0_4_years	X01A	X01a	Age: 0-4 years|MALES
X72	M_Croatia_5_14	Males_Croatia_Age_5_14_years	X01A	X01a	Age: 5-14 years|MALES
X73	M_Croatia_15_24	Males_Croatia_Age_15_24_years	X01A	X01a	Age: 15-24 years|MALES
X74	M_Croatia_25_44	Males_Croatia_Age_25_44_years	X01A	X01a	Age: 25-44 years|MALES
X75	M_Croatia_45_54	Males_Croatia_Age_45_54_years	X01A	X01a	Age: 45-54 years|MALES
X76	M_Croatia_55_64	Males_Croatia_Age_55_64_years	X01A	X01a	Age: 55-64 years|MALES
X77	M_Croatia_65_74	Males_Croatia_Age_65_74_years	X01A	X01a	Age: 65-74 years|MALES
X78	M_Croatia_75_84	Males_Croatia_Age_75_84_years	X01A	X01a	Age: 75-84 years|MALES
X79	M_Croatia_85ov	Males_Croatia_Age_85_years_and_over	X01A	X01a	Age: 85 years and over|MALES
X80	M_Croatia_Tot	Males_Croatia_Total	X01A	X01a	Total|MALES
X81	M_Cyprus_0_4	Males_Cyprus_Age_0_4_years	X01A	X01a	Age: 0-4 years|MALES
X82	M_Cyprus_5_14	Males_Cyprus_Age_5_14_years	X01A	X01a	Age: 5-14 years|MALES
X83	M_Cyprus_15_24	Males_Cyprus_Age_15_24_years	X01A	X01a	Age: 15-24 years|MALES
X84	M_Cyprus_25_44	Males_Cyprus_Age_25_44_years	X01A	X01a	Age: 25-44 years|MALES
X85	M_Cyprus_45_54	Males_Cyprus_Age_45_54_years	X01A	X01a	Age: 45-54 years|MALES
X86	M_Cyprus_55_64	Males_Cyprus_Age_55_64_years	X01A	X01a	Age: 55-64 years|MALES
X87	M_Cyprus_65_74	Males_Cyprus_Age_65_74_years	X01A	X01a	Age: 65-74 years|MALES
X88	M_Cyprus_75_84	Males_Cyprus_Age_75_84_years	X01A	X01a	Age: 75-84 years|MALES
X89	M_Cyprus_85ov	Males_Cyprus_Age_85_years_and_over	X01A	X01a	Age: 85 years and over|MALES
X90	M_Cyprus_Tot	Males_Cyprus_Total	X01A	X01a	Total|MALES
X91	M_Egypt_0_4	Males_Egypt_Age_0_4_years	X01A	X01a	Age: 0-4 years|MALES
X92	M_Egypt_5_14	Males_Egypt_Age_5_14_years	X01A	X01a	Age: 5-14 years|MALES
X93	M_Egypt_15_24	Males_Egypt_Age_15_24_years	X01A	X01a	Age: 15-24 years|MALES
X94	M_Egypt_25_44	Males_Egypt_Age_25_44_years	X01A	X01a	Age: 25-44 years|MALES
X95	M_Egypt_45_54	Males_Egypt_Age_45_54_years	X01A	X01a	Age: 45-54 years|MALES
X96	M_Egypt_55_64	Males_Egypt_Age_55_64_years	X01A	X01a	Age: 55-64 years|MALES
X97	M_Egypt_65_74	Males_Egypt_Age_65_74_years	X01A	X01a	Age: 65-74 years|MALES
X98	M_Egypt_75_84	Males_Egypt_Age_75_84_years	X01A	X01a	Age: 75-84 years|MALES
X99	M_Egypt_85ov	Males_Egypt_Age_85_years_and_over	X01A	X01a	Age: 85 years and over|MALES
X100	M_Egypt_Tot	Males_Egypt_Total	X01A	X01a	Total|MALES
X101	M_England_0_4	Males_England_Age_0_4_years	X01A	X01a	Age: 0-4 years|MALES
X102	M_England_5_14	Males_England_Age_5_14_years	X01A	X01a	Age: 5-14 years|MALES
X103	M_England_15_24	Males_England_Age_15_24_years	X01A	X01a	Age: 15-24 years|MALES
X104	M_England_25_44	Males_England_Age_25_44_years	X01A	X01a	Age: 25-44 years|MALES
X105	M_England_45_54	Males_England_Age_45_54_years	X01A	X01a	Age: 45-54 years|MALES
X106	M_England_55_64	Males_England_Age_55_64_years	X01A	X01a	Age: 55-64 years|MALES
X107	M_England_65_74	Males_England_Age_65_74_years	X01A	X01a	Age: 65-74 years|MALES
X108	M_England_75_84	Males_England_Age_75_84_years	X01A	X01a	Age: 75-84 years|MALES
X109	M_England_85ov	Males_England_Age_85_years_and_over	X01A	X01a	Age: 85 years and over|MALES
X110	M_England_Tot	Males_England_Total	X01A	X01a	Total|MALES
X111	M_Fiji_0_4	Males_Fiji_Age_0_4_years	X01A	X01a	Age: 0-4 years|MALES
X112	M_Fiji_5_14	Males_Fiji_Age_5_14_years	X01A	X01a	Age: 5-14 years|MALES
X113	M_Fiji_15_24	Males_Fiji_Age_15_24_years	X01A	X01a	Age: 15-24 years|MALES
X114	M_Fiji_25_44	Males_Fiji_Age_25_44_years	X01A	X01a	Age: 25-44 years|MALES
X115	M_Fiji_45_54	Males_Fiji_Age_45_54_years	X01A	X01a	Age: 45-54 years|MALES
X116	M_Fiji_55_64	Males_Fiji_Age_55_64_years	X01A	X01a	Age: 55-64 years|MALES
X117	M_Fiji_65_74	Males_Fiji_Age_65_74_years	X01A	X01a	Age: 65-74 years|MALES
X118	M_Fiji_75_84	Males_Fiji_Age_75_84_years	X01A	X01a	Age: 75-84 years|MALES
X119	M_Fiji_85ov	Males_Fiji_Age_85_years_and_over	X01A	X01a	Age: 85 years and over|MALES
X120	M_Fiji_Tot	Males_Fiji_Total	X01A	X01a	Total|MALES
X121	M_FYROM_0_4	Males_Former_Yugoslav_Republic_of_Macedonia_FYROM_Age_0_4_years	X01A	X01a	Age: 0-4 years|MALES
X122	M_FYROM_5_14	Males_Former_Yugoslav_Republic_of_Macedonia_FYROM_Age_5_14_years	X01A	X01a	Age: 5-14 years|MALES
X123	M_FYROM_15_24	Males_Former_Yugoslav_Republic_of_Macedonia_FYROM_Age_15_24_years	X01A	X01a	Age: 15-24 years|MALES
X124	M_FYROM_25_44	Males_Former_Yugoslav_Republic_of_Macedonia_FYROM_Age_25_44_years	X01A	X01a	Age: 25-44 years|MALES
X125	M_FYROM_45_54	Males_Former_Yugoslav_Republic_of_Macedonia_FYROM_Age_45_54_years	X01A	X01a	Age: 45-54 years|MALES
X126	M_FYROM_55_64	Males_Former_Yugoslav_Republic_of_Macedonia_FYROM_Age_55_64_years	X01A	X01a	Age: 55-64 years|MALES
X127	M_FYROM_65_74	Males_Former_Yugoslav_Republic_of_Macedonia_FYROM_Age_65_74_years	X01A	X01a	Age: 65-74 years|MALES
X128	M_FYROM_75_84	Males_Former_Yugoslav_Republic_of_Macedonia_FYROM_Age_75_84_years	X01A	X01a	Age: 75-84 years|MALES
X129	M_FYROM_85ov	Males_Former_Yugoslav_Republic_of_Macedonia_FYROM_Age_85_years_and_over	X01A	X01a	Age: 85 years and over|MALES
X130	M_FYROM_Tot	Males_Former_Yugoslav_Republic_of_Macedonia_FYROM_Total	X01A	X01a	Total|MALES
X131	M_France_0_4	Males_France_Age_0_4_years	X01A	X01a	Age: 0-4 years|MALES
X132	M_France_5_14	Males_France_Age_5_14_years	X01A	X01a	Age: 5-14 years|MALES
X133	M_France_15_24	Males_France_Age_15_24_years	X01A	X01a	Age: 15-24 years|MALES
X134	M_France_25_44	Males_France_Age_25_44_years	X01A	X01a	Age: 25-44 years|MALES
X135	M_France_45_54	Males_France_Age_45_54_years	X01A	X01a	Age: 45-54 years|MALES
X136	M_France_55_64	Males_France_Age_55_64_years	X01A	X01a	Age: 55-64 years|MALES
X137	M_France_65_74	Males_France_Age_65_74_years	X01A	X01a	Age: 65-74 years|MALES
X138	M_France_75_84	Males_France_Age_75_84_years	X01A	X01a	Age: 75-84 years|MALES
X139	M_France_85ov	Males_France_Age_85_years_and_over	X01A	X01a	Age: 85 years and over|MALES
X140	M_France_Tot	Males_France_Total	X01A	X01a	Total|MALES
X141	M_Germany_0_4	Males_Germany_Age_0_4_years	X01A	X01a	Age: 0-4 years|MALES
X142	M_Germany_5_14	Males_Germany_Age_5_14_years	X01A	X01a	Age: 5-14 years|MALES
X143	M_Germany_15_24	Males_Germany_Age_15_24_years	X01A	X01a	Age: 15-24 years|MALES
X144	M_Germany_25_44	Males_Germany_Age_25_44_years	X01A	X01a	Age: 25-44 years|MALES
X145	M_Germany_45_54	Males_Germany_Age_45_54_years	X01A	X01a	Age: 45-54 years|MALES
X146	M_Germany_55_64	Males_Germany_Age_55_64_years	X01A	X01a	Age: 55-64 years|MALES
X147	M_Germany_65_74	Males_Germany_Age_65_74_years	X01A	X01a	Age: 65-74 years|MALES
X148	M_Germany_75_84	Males_Germany_Age_75_84_years	X01A	X01a	Age: 75-84 years|MALES
X149	M_Germany_85ov	Males_Germany_Age_85_years_and_over	X01A	X01a	Age: 85 years and over|MALES
X150	M_Germany_Tot	Males_Germany_Total	X01A	X01a	Total|MALES
X151	M_Greece_0_4	Males_Greece_Age_0_4_years	X01A	X01a	Age: 0-4 years|MALES
X152	M_Greece_5_14	Males_Greece_Age_5_14_years	X01A	X01a	Age: 5-14 years|MALES
X153	M_Greece_15_24	Males_Greece_Age_15_24_years	X01A	X01a	Age: 15-24 years|MALES
X154	M_Greece_25_44	Males_Greece_Age_25_44_years	X01A	X01a	Age: 25-44 years|MALES
X155	M_Greece_45_54	Males_Greece_Age_45_54_years	X01A	X01a	Age: 45-54 years|MALES
X156	M_Greece_55_64	Males_Greece_Age_55_64_years	X01A	X01a	Age: 55-64 years|MALES
X157	M_Greece_65_74	Males_Greece_Age_65_74_years	X01A	X01a	Age: 65-74 years|MALES
X158	M_Greece_75_84	Males_Greece_Age_75_84_years	X01A	X01a	Age: 75-84 years|MALES
X159	M_Greece_85ov	Males_Greece_Age_85_years_and_over	X01A	X01a	Age: 85 years and over|MALES
X160	M_Greece_Tot	Males_Greece_Total	X01A	X01a	Total|MALES
X161	M_Hong_Kong_0_4	Males_Hong_Kong_SAR_of_China_Age_0_4_years	X01A	X01a	Age: 0-4 years|MALES
X162	M_Hong_Kong_5_14	Males_Hong_Kong_SAR_of_China_Age_5_14_years	X01A	X01a	Age: 5-14 years|MALES
X163	M_Hong_Kong_15_24	Males_Hong_Kong_SAR_of_China_Age_15_24_years	X01A	X01a	Age: 15-24 years|MALES
X164	M_Hong_Kong_25_44	Males_Hong_Kong_SAR_of_China_Age_25_44_years	X01A	X01a	Age: 25-44 years|MALES
X165	M_Hong_Kong_45_54	Males_Hong_Kong_SAR_of_China_Age_45_54_years	X01A	X01a	Age: 45-54 years|MALES
X166	M_Hong_Kong_55_64	Males_Hong_Kong_SAR_of_China_Age_55_64_years	X01A	X01a	Age: 55-64 years|MALES
X167	M_Hong_Kong_65_74	Males_Hong_Kong_SAR_of_China_Age_65_74_years	X01A	X01a	Age: 65-74 years|MALES
X168	M_Hong_Kong_75_84	Males_Hong_Kong_SAR_of_China_Age_75_84_years	X01A	X01a	Age: 75-84 years|MALES
X169	M_Hong_Kong_85ov	Males_Hong_Kong_SAR_of_China_Age_85_years_and_over	X01A	X01a	Age: 85 years and over|MALES
X170	M_Hong_Kong_Tot	Males_Hong_Kong_SAR_of_China_Total	X01A	X01a	Total|MALES
X171	M_Hungary_0_4	Males_Hungary_Age_0_4_years	X01A	X01a	Age: 0-4 years|MALES
X172	M_Hungary_5_14	Males_Hungary_Age_5_14_years	X01A	X01a	Age: 5-14 years|MALES
X173	M_Hungary_15_24	Males_Hungary_Age_15_24_years	X01A	X01a	Age: 15-24 years|MALES
X174	M_Hungary_25_44	Males_Hungary_Age_25_44_years	X01A	X01a	Age: 25-44 years|MALES
X175	M_Hungary_45_54	Males_Hungary_Age_45_54_years	X01A	X01a	Age: 45-54 years|MALES
X176	M_Hungary_55_64	Males_Hungary_Age_55_64_years	X01A	X01a	Age: 55-64 years|MALES
X177	M_Hungary_65_74	Males_Hungary_Age_65_74_years	X01A	X01a	Age: 65-74 years|MALES
X178	M_Hungary_75_84	Males_Hungary_Age_75_84_years	X01A	X01a	Age: 75-84 years|MALES
X179	M_Hungary_85ov	Males_Hungary_Age_85_years_and_over	X01A	X01a	Age: 85 years and over|MALES
X180	M_Hungary_Tot	Males_Hungary_Total	X01A	X01a	Total|MALES
X181	M_India_0_4	Males_India_Age_0_4_years	X01A	X01a	Age: 0-4 years|MALES
X182	M_India_5_14	Males_India_Age_5_14_years	X01A	X01a	Age: 5-14 years|MALES
X183	M_India_15_24	Males_India_Age_15_24_years	X01A	X01a	Age: 15-24 years|MALES
X184	M_India_25_44	Males_India_Age_25_44_years	X01A	X01a	Age: 25-44 years|MALES
X185	M_India_45_54	Males_India_Age_45_54_years	X01A	X01a	Age: 45-54 years|MALES
X186	M_India_55_64	Males_India_Age_55_64_years	X01A	X01a	Age: 55-64 years|MALES
X187	M_India_65_74	Males_India_Age_65_74_years	X01A	X01a	Age: 65-74 years|MALES
X188	M_India_75_84	Males_India_Age_75_84_years	X01A	X01a	Age: 75-84 years|MALES
X189	M_India_85ov	Males_India_Age_85_years_and_over	X01A	X01a	Age: 85 years and over|MALES
X190	M_India_Tot	Males_India_Total	X01A	X01a	Total|MALES
X191	M_Indonesia_0_4	Males_Indonesia_Age_0_4_years	X01A	X01a	Age: 0-4 years|MALES
X192	M_Indonesia_5_14	Males_Indonesia_Age_5_14_years	X01A	X01a	Age: 5-14 years|MALES
X193	M_Indonesia_15_24	Males_Indonesia_Age_15_24_years	X01A	X01a	Age: 15-24 years|MALES
X194	M_Indonesia_25_44	Males_Indonesia_Age_25_44_years	X01A	X01a	Age: 25-44 years|MALES
X195	M_Indonesia_45_54	Males_Indonesia_Age_45_54_years	X01A	X01a	Age: 45-54 years|MALES
X196	M_Indonesia_55_64	Males_Indonesia_Age_55_64_years	X01A	X01a	Age: 55-64 years|MALES
X197	M_Indonesia_65_74	Males_Indonesia_Age_65_74_years	X01A	X01a	Age: 65-74 years|MALES
X198	M_Indonesia_75_84	Males_Indonesia_Age_75_84_years	X01A	X01a	Age: 75-84 years|MALES
X199	M_Indonesia_85ov	Males_Indonesia_Age_85_years_and_over	X01A	X01a	Age: 85 years and over|MALES
X200	M_Indonesia_Tot	Males_Indonesia_Total	X01A	X01a	Total|MALES
X201	M_Iran_0_4	Males_Iran_Age_0_4_years	X01B	X01a	Age: 0-4 years|MALES
X202	M_Iran_5_14	Males_Iran_Age_5_14_years	X01B	X01a	Age: 5-14 years|MALES
X203	M_Iran_15_24	Males_Iran_Age_15_24_years	X01B	X01a	Age: 15-24 years|MALES
X204	M_Iran_25_44	Males_Iran_Age_25_44_years	X01B	X01a	Age: 25-44 years|MALES
X205	M_Iran_45_54	Males_Iran_Age_45_54_years	X01B	X01a	Age: 45-54 years|MALES
X206	M_Iran_55_64	Males_Iran_Age_55_64_years	X01B	X01a	Age: 55-64 years|MALES
X207	M_Iran_65_74	Males_Iran_Age_65_74_years	X01B	X01a	Age: 65-74 years|MALES
X208	M_Iran_75_84	Males_Iran_Age_75_84_years	X01B	X01a	Age: 75-84 years|MALES
X209	M_Iran_85ov	Males_Iran_Age_85_years_and_over	X01B	X01a	Age: 85 years and over|MALES
X210	M_Iran_Tot	Males_Iran_Total	X01B	X01a	Total|MALES
X211	M_Iraq_0_4	Males_Iraq_Age_0_4_years	X01B	X01a	Age: 0-4 years|MALES
X212	M_Iraq_5_14	Males_Iraq_Age_5_14_years	X01B	X01a	Age: 5-14 years|MALES
X213	M_Iraq_15_24	Males_Iraq_Age_15_24_years	X01B	X01a	Age: 15-24 years|MALES
X214	M_Iraq_25_44	Males_Iraq_Age_25_44_years	X01B	X01a	Age: 25-44 years|MALES
X215	M_Iraq_45_54	Males_Iraq_Age_45_54_years	X01B	X01a	Age: 45-54 years|MALES
X216	M_Iraq_55_64	Males_Iraq_Age_55_64_years	X01B	X01a	Age: 55-64 years|MALES
X217	M_Iraq_65_74	Males_Iraq_Age_65_74_years	X01B	X01a	Age: 65-74 years|MALES
X218	M_Iraq_75_84	Males_Iraq_Age_75_84_years	X01B	X01a	Age: 75-84 years|MALES
X219	M_Iraq_85ov	Males_Iraq_Age_85_years_and_over	X01B	X01a	Age: 85 years and over|MALES
X220	M_Iraq_Tot	Males_Iraq_Total	X01B	X01a	Total|MALES
X221	M_Ireland_0_4	Males_Ireland_Age_0_4_years	X01B	X01a	Age: 0-4 years|MALES
X222	M_Ireland_5_14	Males_Ireland_Age_5_14_years	X01B	X01a	Age: 5-14 years|MALES
X223	M_Ireland_15_24	Males_Ireland_Age_15_24_years	X01B	X01a	Age: 15-24 years|MALES
X224	M_Ireland_25_44	Males_Ireland_Age_25_44_years	X01B	X01a	Age: 25-44 years|MALES
X225	M_Ireland_45_54	Males_Ireland_Age_45_54_years	X01B	X01a	Age: 45-54 years|MALES
X226	M_Ireland_55_64	Males_Ireland_Age_55_64_years	X01B	X01a	Age: 55-64 years|MALES
X227	M_Ireland_65_74	Males_Ireland_Age_65_74_years	X01B	X01a	Age: 65-74 years|MALES
X228	M_Ireland_75_84	Males_Ireland_Age_75_84_years	X01B	X01a	Age: 75-84 years|MALES
X229	M_Ireland_85ov	Males_Ireland_Age_85_years_and_over	X01B	X01a	Age: 85 years and over|MALES
X230	M_Ireland_Tot	Males_Ireland_Total	X01B	X01a	Total|MALES
X231	M_Italy_0_4	Males_Italy_Age_0_4_years	X01B	X01a	Age: 0-4 years|MALES
X232	M_Italy_5_14	Males_Italy_Age_5_14_years	X01B	X01a	Age: 5-14 years|MALES
X233	M_Italy_15_24	Males_Italy_Age_15_24_years	X01B	X01a	Age: 15-24 years|MALES
X234	M_Italy_25_44	Males_Italy_Age_25_44_years	X01B	X01a	Age: 25-44 years|MALES
X235	M_Italy_45_54	Males_Italy_Age_45_54_years	X01B	X01a	Age: 45-54 years|MALES
X236	M_Italy_55_64	Males_Italy_Age_55_64_years	X01B	X01a	Age: 55-64 years|MALES
X237	M_Italy_65_74	Males_Italy_Age_65_74_years	X01B	X01a	Age: 65-74 years|MALES
X238	M_Italy_75_84	Males_Italy_Age_75_84_years	X01B	X01a	Age: 75-84 years|MALES
X239	M_Italy_85ov	Males_Italy_Age_85_years_and_over	X01B	X01a	Age: 85 years and over|MALES
X240	M_Italy_Tot	Males_Italy_Total	X01B	X01a	Total|MALES
X241	M_Japan_0_4	Males_Japan_Age_0_4_years	X01B	X01a	Age: 0-4 years|MALES
X242	M_Japan_5_14	Males_Japan_Age_5_14_years	X01B	X01a	Age: 5-14 years|MALES
X243	M_Japan_15_24	Males_Japan_Age_15_24_years	X01B	X01a	Age: 15-24 years|MALES
X244	M_Japan_25_44	Males_Japan_Age_25_44_years	X01B	X01a	Age: 25-44 years|MALES
X245	M_Japan_45_54	Males_Japan_Age_45_54_years	X01B	X01a	Age: 45-54 years|MALES
X246	M_Japan_55_64	Males_Japan_Age_55_64_years	X01B	X01a	Age: 55-64 years|MALES
X247	M_Japan_65_74	Males_Japan_Age_65_74_years	X01B	X01a	Age: 65-74 years|MALES
X248	M_Japan_75_84	Males_Japan_Age_75_84_years	X01B	X01a	Age: 75-84 years|MALES
X249	M_Japan_85ov	Males_Japan_Age_85_years_and_over	X01B	X01a	Age: 85 years and over|MALES
X250	M_Japan_Tot	Males_Japan_Total	X01B	X01a	Total|MALES
X251	M_Korea_South_0_4	Males_Korea_Republic_of_South_Age_0_4_years	X01B	X01a	Age: 0-4 years|MALES
X252	M_Korea_South_5_14	Males_Korea_Republic_of_South_Age_5_14_years	X01B	X01a	Age: 5-14 years|MALES
X253	M_Korea_South_15_24	Males_Korea_Republic_of_South_Age_15_24_years	X01B	X01a	Age: 15-24 years|MALES
X254	M_Korea_South_25_44	Males_Korea_Republic_of_South_Age_25_44_years	X01B	X01a	Age: 25-44 years|MALES
X255	M_Korea_South_45_54	Males_Korea_Republic_of_South_Age_45_54_years	X01B	X01a	Age: 45-54 years|MALES
X256	M_Korea_South_55_64	Males_Korea_Republic_of_South_Age_55_64_years	X01B	X01a	Age: 55-64 years|MALES
X257	M_Korea_South_65_74	Males_Korea_Republic_of_South_Age_65_74_years	X01B	X01a	Age: 65-74 years|MALES
X258	M_Korea_South_75_84	Males_Korea_Republic_of_South_Age_75_84_years	X01B	X01a	Age: 75-84 years|MALES
X259	M_Korea_South_85ov	Males_Korea_Republic_of_South_Age_85_years_and_over	X01B	X01a	Age: 85 years and over|MALES
X260	M_Korea_South_Tot	Males_Korea_Republic_of_South_Total	X01B	X01a	Total|MALES
